person_id,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,num_r_case,sex,race,c_charge_degree,c_charge_desc,num_r_cases,r_charge_degree,r_charge_desc,num_vr_cases,vr_charge_degree,vr_charge_desc,is_recid,is_violent_reci
144,42.0,0.0,0.0,0.0,6.0,6.0,Male,Caucasian,(F3),Possession Of Alprazolam,,,,,,,0,
8,20.0,0.0,0.0,1.0,0.0,0.0,Male,Caucasian,(F3),Possession Of Alprazolam,,,,,,,0,
106,30.0,0.0,0.0,1.0,6.0,6.0,Male,Caucasian,(F3),Burglary Conveyance Unoccup,,,,,,,0,
96,22.0,0.0,0.0,0.0,3.0,3.0,Male,Caucasian,(F3),Burglary Conveyance Unoccup,,,,,,,0,
146,27.0,0.0,0.0,0.0,0.0,0.0,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,,,,,,,0,
56,51.0,0.0,0.0,0.0,0.0,0.0,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,,,,,,,0,
71,46.0,3.0,1.0,0.0,9.0,9.0,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,,,,,,,0,
138,47.0,0.0,0.0,0.0,2.0,2.0,Male,Hispanic,(F3),Grand Theft in the 3rd Degree,,,,,,,0,
39,53.0,0.0,0.0,0.0,19.0,19.0,Male,Caucasian,(F3),Fel Drive License Perm Revoke,,,,,,,0,
77,27.0,0.0,1.0,0.0,6.0,6.0,Male,African-American,(F2),Aggravated Battery / Pregnant,1,(F3),Possession of Cocaine,,,,1,
133,33.0,0.0,12.0,2.0,28.0,28.0,Male,African-American,(F3),Driving While License Revoked,1,(M2),Operating W/O Valid License,,,,1,
139,56.0,0.0,0.0,0.0,8.0,8.0,Male,African-American,(F3),arrest case no charge,,,,,,,0,
89,51.0,0.0,0.0,0.0,1.0,1.0,Male,African-American,(F3),arrest case no charge,,,,,,,0,
125,20.0,0.0,0.0,0.0,0.0,0.0,Male,African-American,(F3),arrest case no charge,,,,,,,0,
124,27.0,0.0,0.0,0.0,0.0,0.0,Male,African-American,(F3),Driving While License Revoked,,,,,,,0,
93,32.0,0.0,0.0,0.0,0.0,0.0,Male,African-American,(F3),Felony Battery (Dom Strang),,,,,,,0,
83,34.0,0.0,0.0,0.0,0.0,0.0,Male,African-American,(F3),False Imprisonment,,,,,,,0,
114,30.0,0.0,0.0,0.0,1.0,1.0,Male,African-American,(F3),Fail To Redeliv Hire/Leas Prop,,,,,,,0,
17,25.0,0.0,0.0,0.0,3.0,3.0,Male,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,
130,37.0,0.0,0.0,0.0,3.0,3.0,Male,African-American,(F3),Poss3;4 Methylenedioxymethcath,,,,,,,0,
38,38.0,0.0,0.0,2.0,5.0,5.0,Male,African-American,(F3),Burglary Structure Assault/Batt,,,,,,,0,
3,23.0,0.0,1.0,0.0,1.0,1.0,Male,African-American,(F3),Possession of Cannabis,,,,,,,0,
135,26.0,0.0,0.0,0.0,9.0,9.0,Male,African-American,(F3),Felony Driving While Lic Suspd,,,,,,,0,
61,27.0,0.0,0.0,0.0,0.0,0.0,Male,African-American,(F3),Felony Driving While Lic Suspd,,,,,,,0,
75,29.0,0.0,0.0,0.0,4.0,4.0,Male,African-American,(F3),arrest case no charge,4,(F3),Aggrav Stalking After Injunctn,,,,1,
20,64.0,0.0,0.0,0.0,13.0,13.0,Male,African-American,(F3),arrest case no charge,1,(F2),Poss Cocaine/Intent To Del/Sel,,,,1,
97,50.0,0.0,0.0,0.0,0.0,0.0,Male,Other,(F3),arrest case no charge,1,(M2),Susp Drivers Lic 1st Offense,,,,1,
119,59.0,0.0,0.0,0.0,14.0,14.0,Male,African-American,(F3),arrest case no charge,1,(F3),Aggravated Assault W/Dead Weap,,(F3),Aggravated Assault W/Dead Weap,1,
1,34.0,0.0,0.0,0.0,0.0,0.0,Male,African-American,(F3),Felony Battery w/Prior Convict,3,(F3),Felony Battery (Dom Strang),,(F3),Felony Battery (Dom Strang),1,
33,33.0,0.0,0.0,0.0,0.0,0.0,Male,African-American,(F3),Tampering With Physical Evidence,3,(F3),False Imprisonment,,(M1),Battery,1,
18,31.0,0.0,0.0,0.0,6.0,6.0,Male,Caucasian,(F3),Driving While License Revoked,3,(F3),Grand Theft in the 3rd Degree,,(F1),Kidnapping (Facilitate Felony),1,
