person_id,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,num_r_case,sex,race,c_charge_degree,c_charge_desc,num_r_cases,r_charge_degree,r_charge_desc,num_vr_cases,vr_charge_degree,vr_charge_desc,is_recid,is_violent_reci
122,43.0,0.0,0.0,0.0,1.0,1.0,Male,Caucasian,(F3),Possession of Cocaine,,,,,,,0,
57,25.0,0.0,0.0,0.0,0.0,0.0,Male,Caucasian,(F3),Possession of Cocaine,,,,,,,0,
46,28.0,0.0,0.0,0.0,8.0,8.0,Male,Caucasian,(F3),Possession of Cocaine,,,,,,,0,
120,35.0,0.0,0.0,0.0,7.0,7.0,Male,Caucasian,(F3),Felony Driving While Lic Suspd,,,,,,,0,
62,32.0,0.0,0.0,0.0,3.0,3.0,Male,Caucasian,(F3),Tampering With Physical Evidence,,,,,,,0,
127,34.0,0.0,0.0,0.0,0.0,0.0,Male,Caucasian,(F3),Aggravated Assault w/Firearm,,,,,,,0,
117,30.0,0.0,0.0,0.0,0.0,0.0,Male,Caucasian,(F3),Possession Of Methamphetamine,,,,,,,0,
11,27.0,0.0,0.0,0.0,0.0,0.0,Male,Caucasian,(F3),Poss 3;4 MDMA (Ecstasy),,,,,,,0,
147,30.0,0.0,0.0,0.0,1.0,1.0,Male,Caucasian,(M2),Agg Fleeing and Eluding,,,,,,,0,
26,43.0,0.0,0.0,0.0,1.0,1.0,Male,Caucasian,(M2),Susp Drivers Lic 1st Offense,,,,,,,0,
134,44.0,0.0,0.0,0.0,0.0,0.0,Male,Caucasian,(M2),Criminal Mischief Damage <$200,,,,,,,0,
40,26.0,0.0,0.0,2.0,6.0,6.0,Male,Caucasian,(M2),Operating W/O Valid License,,,,,,,0,
25,42.0,0.0,0.0,0.0,1.0,1.0,Male,Caucasian,(F1),Trafficking In Methamphetamine,,,,,,,0,
111,66.0,0.0,0.0,0.0,3.0,3.0,Male,Caucasian,(F2),Flee/Elude LEO-Agg Flee Unsafe,,,,,,,0,
140,52.0,0.0,0.0,0.0,3.0,3.0,Male,Caucasian,(M1),Battery,,,,,,,0,
95,50.0,0.0,0.0,0.0,0.0,0.0,Male,Caucasian,(M1),Battery,,,,,,,0,
14,22.0,0.0,0.0,0.0,0.0,0.0,Male,Caucasian,(M1),Battery,,,,,,,0,
