person_id,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,num_r_case,sex,race,c_charge_degree,c_charge_desc,num_r_cases,r_charge_degree,r_charge_desc,num_vr_cases,vr_charge_degree,vr_charge_desc,is_recid,is_violent_reci
442,29.0,0.0,0.0,0.0,1.0,0.0,Male,African-American,(M2),Susp Drivers Lic 1st Offense,,,,,,,0,
119,29.0,0.0,0.0,0.0,1.0,0.0,Male,African-American,(M2),Susp Drivers Lic 1st Offense,,,,,,,0,
519,22.0,0.0,0.0,0.0,1.0,0.0,Male,Hispanic,(M2),Susp Drivers Lic 1st Offense,,,,,,,0,
141,27.0,0.0,0.0,0.0,1.0,0.0,Male,Hispanic,(M2),Expired DL More Than 6 Months,,,,,,,0,
89,31.0,0.0,0.0,0.0,0.0,0.0,Male,Hispanic,(M2),DUI Property Damage/Injury,,,,,,,0,
837,30.0,0.0,0.0,0.0,3.0,0.0,Male,Hispanic,(M2),Driving Under The Influence,,,,,,,0,
668,24.0,0.0,0.0,1.0,2.0,0.0,Male,Hispanic,(M2),Posses/Disply Susp/Revk/Frd DL,,,,,,,0,
270,51.0,0.0,0.0,0.0,3.0,0.0,Male,Hispanic,(M2),Disorderly Conduct,,,,,,,0,
846,52.0,0.0,0.0,0.0,2.0,0.0,Male,Caucasian,(M2),Susp Drivers Lic 1st Offense,,,,,,,0,
358,46.0,0.0,0.0,0.0,2.0,0.0,Male,Caucasian,(M2),Susp Drivers Lic 1st Offense,,,,,,,0,
289,43.0,0.0,0.0,0.0,0.0,0.0,Male,Caucasian,(M2),Susp Drivers Lic 1st Offense,,,,,,,0,
942,36.0,0.0,0.0,0.0,3.0,0.0,Male,Caucasian,(M2),Susp Drivers Lic 1st Offense,,,,,,,0,
303,43.0,0.0,0.0,0.0,3.0,0.0,Male,Caucasian,(M2),Operating W/O Valid License,,,,,,,0,
1054,45.0,0.0,0.0,0.0,2.0,0.0,Male,Caucasian,(M2),DUI Property Damage/Injury,,,,,,,0,
828,47.0,0.0,0.0,0.0,1.0,0.0,Male,Caucasian,(M2),Battery,,,,,,,0,
120,47.0,0.0,0.0,0.0,0.0,0.0,Male,Caucasian,(M2),Leave Acc/Attend Veh/More $50,,,,,,,0,
