person_id,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,num_r_case,sex,race,c_charge_degree,c_charge_desc,num_r_cases,r_charge_degree,r_charge_desc,num_vr_cases,vr_charge_degree,vr_charge_desc,is_recid,is_violent_reci
128,30.0,0.0,0.0,0.0,3.0,3.0,Male,African-American,(F3),Possession of Cocaine,,,,,,,0,
59,30.0,0.0,0.0,1.0,3.0,3.0,Male,African-American,(F3),Possession of Cocaine,,,,,,,0,
36,27.0,0.0,0.0,0.0,2.0,2.0,Male,Hispanic,(F3),Possession of Cocaine,,,,,,,0,
81,22.0,0.0,0.0,0.0,1.0,1.0,Male,Hispanic,(F3),Burglary Structure Unoccup,,,,,,,0,
76,62.0,0.0,0.0,0.0,0.0,0.0,Male,Hispanic,(M2),Unlaw LicTag/Sticker Attach,,,,,,,0,
148,28.0,0.0,0.0,0.0,2.0,2.0,Male,Caucasian,(F3),arrest case no charge,,,,,,,0,
101,40.0,0.0,0.0,0.0,4.0,4.0,Male,Caucasian,(F3),arrest case no charge,,,,,,,0,
37,55.0,0.0,0.0,0.0,0.0,0.0,Male,Caucasian,(F3),arrest case no charge,,,,,,,0,
65,53.0,0.0,0.0,0.0,8.0,8.0,Male,Caucasian,(F3),arrest case no charge,,,,,,,0,
6,43.0,0.0,0.0,0.0,3.0,3.0,Male,Other,(F3),arrest case no charge,,,,,,,0,
4,43.0,0.0,0.0,0.0,2.0,2.0,Male,Other,(F7),arrest case no charge,,,,,,,0,
0,69.0,0.0,0.0,0.0,0.0,0.0,Male,Other,(F3),Aggravated Assault w/Firearm,,,,,,,0,
98,20.0,0.0,0.0,0.0,0.0,0.0,Male,Other,(F3),Tampering With Physical Evidence,2,(F2),Robbery / No Weapon,,(F2),Agg Battery Grt/Bod/Harm,1,
10,21.0,0.0,0.0,0.0,1.0,1.0,Male,Caucasian,(F2),Insurance Fraud,2,(M1),Battery,,(F2),Aggrav Battery w/Deadly Weapon,1,
