person_id,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,num_r_case,sex,race,c_charge_degree,c_charge_desc,num_r_cases,r_charge_degree,r_charge_desc,num_vr_cases,vr_charge_degree,vr_charge_desc,is_recid,is_violent_reci
23,24.0,0.0,0.0,0.0,2.0,2.0,Male,African-American,(F3),arrest case no charge,,,,,,,0,
9,26.0,0.0,0.0,0.0,0.0,0.0,Male,African-American,(F3),arrest case no charge,,,,,,,0,
32,26.0,0.0,0.0,1.0,5.0,5.0,Male,African-American,(F3),arrest case no charge,,,,,,,0,
101,40.0,0.0,0.0,0.0,4.0,4.0,Male,African-American,(F3),arrest case no charge,,,,,,,0,
38,38.0,0.0,0.0,2.0,5.0,5.0,Male,African-American,(F3),arrest case no charge,,,,,,,0,
107,25.0,0.0,0.0,0.0,9.0,9.0,Male,African-American,(F3),arrest case no charge,,,,,,,0,
108,71.0,0.0,0.0,0.0,12.0,12.0,Male,African-American,(F3),arrest case no charge,,,,,,,0,
20,64.0,0.0,0.0,0.0,13.0,13.0,Male,African-American,(F3),Robbery / No Weapon,,,,,,,0,
39,53.0,0.0,0.0,0.0,19.0,19.0,Female,African-American,(F3),arrest case no charge,,,,,,,0,
114,30.0,0.0,0.0,0.0,1.0,1.0,Female,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,
33,33.0,0.0,0.0,0.0,0.0,0.0,Female,African-American,(F3),Grand Theft in the 3rd Degree,,,,,,,0,
66,31.0,0.0,0.0,0.0,0.0,0.0,Female,African-American,(F3),Aggravated Assault W/Dead Weap,,,,,,,0,
123,21.0,0.0,0.0,0.0,0.0,0.0,Female,African-American,(F3),Resist Officer w/Violence,,,,,,,0,
85,24.0,0.0,1.0,0.0,4.0,4.0,Female,African-American,(F3),Aggravated Assault w/Firearm,,,,,,,0,
111,66.0,0.0,0.0,0.0,3.0,3.0,Male,African-American,(F3),arrest case no charge,1,(F3),Grand Theft in the 3rd Degree,,(F3),Aggravated Assault w/Firearm,1,
82,31.0,0.0,0.0,0.0,2.0,2.0,Male,African-American,(F2),arrest case no charge,3,(F3),Grand Theft in the 3rd Degree,,(F2),Robbery / No Weapon,1,
51,35.0,1.0,0.0,4.0,13.0,13.0,Male,African-American,(F3),arrest case no charge,1,(M2),Driving License Suspended,,(F2),Robbery / No Weapon,1,
