person_id,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,num_r_cases,sex,race,c_charge_degree,c_charge_desc,num_r_cases,r_charge_degree,r_charge_desc,num_vr_cases,vr_charge_degree,vr_charge_desc,is_recid,is_violent_recid
5784,35.0,0.0,0.0,0.0,3.0,1.0,Male,Caucasian,(F3),Possession of Cocaine,1,(M1),Battery,,(M1),Battery,1,1
4624,32.0,0.0,0.0,0.0,2.0,1.0,Male,African-American,(F3),Possession of Cocaine,1,(M1),Battery,,(M1),Battery,1,1
11604,36.0,0.0,0.0,0.0,4.0,1.0,Male,African-American,(F3),arrest case no charge,1,(M1),Battery,,(M1),Battery,1,1
7145,29.0,0.0,0.0,0.0,1.0,1.0,Male,African-American,(F3),Poss3;4 Methylenedioxymethcath,1,(M1),Battery,,(M1),Battery,1,1
4845,26.0,0.0,0.0,0.0,2.0,1.0,Male,African-American,(F3),Burglary Conveyance Unoccup,1,(M1),Battery,,(M1),Battery,1,1
2673,23.0,0.0,1.0,1.0,1.0,1.0,Male,African-American,(F3),Possession Burglary Tools,1,(M1),Battery,,(M1),Battery,1,1
10339,23.0,0.0,0.0,0.0,1.0,1.0,Male,African-American,(M2),Prowling/Loitering,1,(M1),Battery,,(M1),Battery,1,1
11043,25.0,0.0,0.0,0.0,10.0,1.0,Male,African-American,(M2),DWLS Fin Obligation 1stOfense,1,(M1),Battery,,(M1),Battery,1,1
1079,37.0,0.0,0.0,0.0,5.0,1.0,Male,African-American,(F2),Aggravated Battery / Pregnant,1,(M1),Battery,,(M1),Battery,1,1
3137,48.0,0.0,0.0,0.0,2.0,1.0,Male,Caucasian,(M2),arrest case no charge,1,(M1),Battery,,(M1),Battery,1,1
7923,68.0,0.0,0.0,0.0,7.0,1.0,Male,Caucasian,(F3),Aggravated Assault W/dead Weap,1,(M1),Battery,,(M1),Battery,1,1
6573,25.0,0.0,0.0,0.0,0.0,1.0,Male,Other,(F3),Felony Battery,1,(M1),Battery,,(M1),Battery,1,1
1715,43.0,0.0,0.0,0.0,9.0,1.0,Male,African-American,(F3),Felony Battery,1,(M1),Viol Prot Injunc Repeat Viol,,(M1),Battery,1,1
4914,23.0,0.0,1.0,0.0,7.0,2.0,Male,African-American,(F3),Carrying Concealed Firearm,2,(M1),Battery,,(M1),Battery,1,1
2672,30.0,1.0,0.0,0.0,5.0,2.0,Male,African-American,(F3),Aggravated Assault W/dead Weap,2,(M1),Resist/Obstruct W/O Violence,,(M1),Battery,1,1
2621,31.0,0.0,0.0,0.0,1.0,2.0,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,2,(M1),Possess Drug Paraphernalia,,(M1),Battery,1,1
4887,29.0,0.0,0.0,0.0,6.0,2.0,Male,Caucasian,(F3),Possession of Hydromorphone,2,(M1),Battery,,(M1),Aggravated Battery / Pregnant,1,1
9907,52.0,0.0,0.0,0.0,7.0,2.0,Male,African-American,(F3),Possession of Cocaine,2,(M1),Possess Drug Paraphernalia,,(F2),Aggravated Battery / Pregnant,1,1
7698,34.0,0.0,0.0,4.0,11.0,4.0,Male,African-American,(F3),Aggravated Assault w/Firearm,4,(M1),Resist/Obstruct W/O Violence,,(F2),Aggravated Battery / Pregnant,1,1
7216,32.0,0.0,1.0,3.0,7.0,3.0,Male,African-American,(F3),Felony Battery w/Prior Convict,3,(M1),Resist/Obstruct W/O Violence,,(F3),Felony Battery w/Prior Convict,1,1
