person_id,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,num_r_cases,sex,race,c_charge_degree,c_charge_desc,num_r_cases,r_charge_degree,r_charge_desc,num_vr_cases,vr_charge_degree,vr_charge_desc,is_recid,is_violent_recid
2145,21.0,2.0,0.0,0.0,2.0,0.0,Male,African-American,(F2),Burglary Unoccupied Dwelling,,,,,,,0,0
60,25.0,0.0,0.0,0.0,0.0,0.0,Male,African-American,(F2),Burglary Unoccupied Dwelling,,,,,,,0,0
9248,61.0,0.0,0.0,0.0,25.0,0.0,Male,African-American,(F2),Burglary Unoccupied Dwelling,,,,,,,0,0
9422,64.0,0.0,0.0,0.0,17.0,0.0,Male,African-American,(F2),Aggrav Battery w/Deadly Weapon,,,,,,,0,0
4288,51.0,0.0,0.0,0.0,2.0,0.0,Male,Caucasian,(F2),Agg Battery Grt/Bod/Harm,,,,,,,0,0
2788,54.0,0.0,0.0,0.0,0.0,0.0,Male,Caucasian,(F2),Agg Battery Grt/Bod/Harm,,,,,,,0,0
4337,41.0,0.0,0.0,0.0,0.0,0.0,Male,Caucasian,(F2),Agg Battery Grt/Bod/Harm,,,,,,,0,0
2004,26.0,0.0,0.0,0.0,0.0,0.0,Male,Caucasian,(F2),Agg Battery Grt/Bod/Harm,,,,,,,0,0
8971,26.0,0.0,0.0,0.0,2.0,0.0,Male,African-American,(F2),Agg Battery Grt/Bod/Harm,,,,,,,0,0
9275,29.0,0.0,0.0,0.0,0.0,0.0,Male,African-American,(F2),Burglary Dwelling Occupied,,,,,,,0,0
3798,20.0,0.0,0.0,0.0,0.0,0.0,Male,African-American,(F2),Throw Missile Into Pub/Priv Dw,,,,,,,0,0
3242,23.0,1.0,0.0,0.0,2.0,0.0,Male,African-American,(F2),Deliver Cocaine,,,,,,,0,0
7397,22.0,0.0,2.0,0.0,9.0,0.0,Male,African-American,(F2),Poss Cocaine/Intent To Del/Sel,,,,,,,0,0
3675,37.0,0.0,0.0,0.0,9.0,2.0,Male,African-American,(F2),Poss Cocaine/Intent To Del/Sel,2,(F3),False Imprisonment,,(F2),Agg Battery Grt/Bod/Harm,1,1
3870,30.0,0.0,0.0,0.0,9.0,2.0,Male,African-American,(F2),Poss of Firearm by Convic Felo,2,(F3),Threat Public Servant,,(F3),Threat Public Servant,1,1
11679,26.0,0.0,0.0,0.0,1.0,2.0,Male,African-American,(F2),Throw Missile Into Pub/Priv Dw,2,(F2),Throw Deadly Missile Into Veh,,(F2),Throw Deadly Missile Into Veh,1,1
10036,26.0,0.0,0.0,0.0,9.0,2.0,Male,African-American,(M2),Petit Theft,2,(M1),Possess Cannabis/20 Grams Or Less,,(F2),Aggravated Battery / Pregnant,1,1
2129,20.0,0.0,0.0,2.0,0.0,2.0,Male,African-American,(F3),Tampering With Physical Evidence,2,(M1),Possess Cannabis/20 Grams Or Less,,(F2),Agg Fleeing/Eluding High Speed,1,1
5679,24.0,0.0,0.0,0.0,5.0,0.0,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
4243,27.0,0.0,0.0,0.0,5.0,0.0,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
8411,25.0,0.0,0.0,0.0,7.0,0.0,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
4905,31.0,0.0,0.0,0.0,1.0,0.0,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
1304,30.0,0.0,0.0,0.0,1.0,0.0,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
4856,31.0,0.0,0.0,0.0,0.0,0.0,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
5944,20.0,3.0,0.0,0.0,3.0,0.0,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
9895,29.0,3.0,0.0,1.0,5.0,0.0,Male,African-American,(F3),arrest case no charge,,,,,,,0,0
11302,30.0,1.0,1.0,2.0,6.0,0.0,Male,African-American,(F1),arrest case no charge,,,,,,,0,0
9214,23.0,0.0,0.0,0.0,0.0,0.0,Male,African-American,(F3),Felony Battery (Dom Strang),,,,,,,0,0
1879,22.0,0.0,0.0,0.0,0.0,0.0,Male,African-American,(F3),Felony Battery (Dom Strang),,,,,,,0,0
9053,23.0,0.0,0.0,0.0,2.0,0.0,Male,African-American,(F3),Felony Battery (Dom Strang),,,,,,,0,0
1708,23.0,0.0,0.0,1.0,1.0,0.0,Male,African-American,(F3),Felony Battery (Dom Strang),,,,,,,0,0
5654,42.0,0.0,0.0,0.0,0.0,0.0,Male,African-American,(F3),Felony Battery (Dom Strang),,,,,,,0,0
4892,24.0,0.0,0.0,3.0,1.0,0.0,Male,African-American,(F3),Felony Battery (Dom Strang),,,,,,,0,0
2822,35.0,0.0,0.0,0.0,0.0,0.0,Male,African-American,(MO3),arrest case no charge,,,,,,,0,0
123,66.0,0.0,0.0,0.0,0.0,0.0,Male,African-American,(MO3),arrest case no charge,,,,,,,0,0
3667,26.0,0.0,0.0,0.0,1.0,0.0,Male,African-American,(MO3),Poss Of Controlled Substance,,,,,,,0,0
4359,23.0,0.0,0.0,0.0,2.0,0.0,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
506,22.0,0.0,0.0,0.0,2.0,0.0,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
8477,25.0,0.0,0.0,0.0,2.0,0.0,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
6954,28.0,0.0,0.0,0.0,10.0,0.0,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
2160,34.0,0.0,0.0,0.0,7.0,0.0,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
9856,26.0,0.0,0.0,0.0,15.0,0.0,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
4077,27.0,0.0,1.0,0.0,7.0,0.0,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
5952,31.0,0.0,0.0,1.0,6.0,0.0,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
2435,67.0,0.0,0.0,0.0,3.0,0.0,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
4506,34.0,3.0,0.0,0.0,8.0,0.0,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
1705,30.0,0.0,0.0,0.0,10.0,0.0,Male,African-American,(F5),arrest case no charge,,,,,,,0,0
2032,22.0,0.0,0.0,0.0,2.0,0.0,Male,African-American,(F6),arrest case no charge,,,,,,,0,0
2442,24.0,0.0,2.0,1.0,8.0,1.0,Male,African-American,(F2),arrest case no charge,1,(M2),Operating W/O Valid License,,(F2),Aggravated Battery / Pregnant,1,1
1306,30.0,0.0,0.0,0.0,5.0,1.0,Male,African-American,(F2),Deliver Cocaine,1,(F6),Murder in the First Degree,,(F6),Murder in the First Degree,1,1
9035,46.0,0.0,0.0,0.0,9.0,0.0,Male,African-American,(M1),arrest case no charge,,,,,,,0,0
482,48.0,0.0,0.0,0.0,8.0,0.0,Male,African-American,(M1),arrest case no charge,,,,,,,0,0
10860,43.0,0.0,0.0,0.0,5.0,0.0,Male,African-American,(M1),arrest case no charge,,,,,,,0,0
10058,53.0,0.0,0.0,0.0,13.0,0.0,Male,African-American,(M1),arrest case no charge,,,,,,,0,0
10557,32.0,0.0,0.0,0.0,5.0,0.0,Male,African-American,(M1),arrest case no charge,,,,,,,0,0
2389,34.0,0.0,0.0,0.0,3.0,0.0,Male,African-American,(M1),arrest case no charge,,,,,,,0,0
1864,38.0,0.0,0.0,0.0,1.0,0.0,Male,African-American,(M1),arrest case no charge,,,,,,,0,0
11425,33.0,0.0,0.0,0.0,3.0,0.0,Male,African-American,(M1),Felony Battery w/Prior Convict,,,,,,,0,0
1561,35.0,0.0,0.0,0.0,0.0,0.0,Male,African-American,(M1),Felony Battery (Dom Strang),,,,,,,0,0
921,30.0,0.0,0.0,0.0,1.0,0.0,Male,African-American,(M1),Possess Cannabis/20 Grams Or Less,,,,,,,0,0
