person_id,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,num_r_cases,sex,race,c_charge_degree,c_charge_desc,num_r_cases,r_charge_degree,r_charge_desc,num_vr_cases,vr_charge_degree,vr_charge_desc,is_recid,is_violent_recid
3127,57.0,0.0,0.0,0.0,1.0,0.0,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
2610,51.0,0.0,0.0,0.0,1.0,0.0,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
3923,56.0,0.0,0.0,0.0,4.0,0.0,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
221,42.0,0.0,0.0,0.0,2.0,0.0,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
5294,44.0,0.0,0.0,0.0,7.0,0.0,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
5910,56.0,0.0,0.0,0.0,18.0,0.0,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
5547,42.0,0.0,0.0,0.0,19.0,0.0,Male,African-American,(F2),Deliver Cocaine,,,,,,,0,0
217,28.0,0.0,0.0,0.0,15.0,0.0,Male,African-American,(F2),Poss of Firearm by Convic Felo,,,,,,,0,0
11516,26.0,0.0,0.0,0.0,0.0,0.0,Male,African-American,(F2),Aggravated Battery / Pregnant,,,,,,,0,0
359,32.0,0.0,1.0,0.0,14.0,0.0,Male,African-American,(F2),Aggravated Battery / Pregnant,,,,,,,0,0
10999,57.0,0.0,0.0,0.0,0.0,0.0,Male,Other,(F2),Aggravated Battery / Pregnant,,,,,,,0,0
8516,57.0,0.0,0.0,0.0,0.0,0.0,Male,Other,(F2),Aggravated Battery / Pregnant,,,,,,,0,0
10792,25.0,0.0,0.0,0.0,1.0,0.0,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
152,24.0,0.0,0.0,0.0,1.0,0.0,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
10616,28.0,0.0,0.0,0.0,0.0,0.0,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
10813,27.0,0.0,0.0,0.0,4.0,0.0,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
4653,26.0,0.0,0.0,0.0,11.0,0.0,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
11188,30.0,1.0,2.0,0.0,8.0,0.0,Male,African-American,(F2),arrest case no charge,,,,,,,0,0
985,31.0,0.0,0.0,0.0,1.0,0.0,Male,Hispanic,(F2),arrest case no charge,,,,,,,0,0
10369,29.0,0.0,0.0,0.0,1.0,0.0,Male,Hispanic,(F2),Agg Battery Grt/Bod/Harm,,,,,,,0,0
10109,28.0,0.0,0.0,0.0,1.0,0.0,Male,Hispanic,(F2),Aggravated Battery,,,,,,,0,0
3591,27.0,0.0,0.0,0.0,2.0,0.0,Male,Hispanic,(F2),Lewd/Lasc Battery Pers 12+/<16,,,,,,,0,0
2616,23.0,0.0,0.0,0.0,2.0,0.0,Male,Hispanic,(F2),Sel/Pur/Mfr/Del Control Substa,,,,,,,0,0
8804,23.0,0.0,0.0,0.0,0.0,0.0,Male,Hispanic,(F2),Dealing in Stolen Property,,,,,,,0,0
7723,24.0,0.0,0.0,0.0,0.0,0.0,Male,Hispanic,(F2),Burglary Conveyance Occupied,,,,,,,0,0
5230,21.0,0.0,0.0,0.0,0.0,0.0,Male,Hispanic,(F2),Aggravated Battery / Pregnant,,,,,,,0,0
2471,45.0,0.0,0.0,0.0,4.0,0.0,Male,Hispanic,(F2),Agg Assault Law Enforc Officer,,,,,,,0,0
6372,26.0,0.0,0.0,0.0,4.0,2.0,Male,African-American,(F2),Burglary Dwelling Occupied,2,(M1),Resist/Obstruct W/O Violence,,(F1),Aggrav Child Abuse-Agg Battery,1,1
128,25.0,1.0,6.0,1.0,14.0,5.0,Male,African-American,(F2),arrest case no charge,5,(M1),Resist/Obstruct W/O Violence,,(M1),Battery,1,1
